"Region","Year","Age Range","Illicit Drug Use","Measure Type","Variable","Value"
"United States","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.100714285714286"
"United States","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.34"
"United States","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.214017857142857"
"United States","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.67"
"United States","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.138482142857143"
"United States","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.36"
"United States","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.130089285714286"
"United States","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.46"
"United States","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.172053571428571"
"United States","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.93"
"United States","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.255982142857143"
"United States","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.10"
"United States","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.167857142857143"
"United States","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.40"
"United States","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.201428571428572"
"United States","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","7.72"
"United States","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.239196428571428"
"United States","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","21.37"
"United States","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.415446428571429"
"United States","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.27"
"United States","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.247589285714286"
"United States","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.81"
"United States","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.0797321428571428"
"United States","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.53"
"United States","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.0923214285714287"
"United States","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.79"
"United States","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.201428571428571"
"United States","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.26"
"United States","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.121696428571429"
"United States","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.19"
"United States","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.088125"
"United States","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.63"
"United States","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.104910714285714"
"United States","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.61"
"United States","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.214017857142857"
"United States","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.57"
"United States","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.130089285714286"
"United States","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.91968346"
"United States","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.120639344017857"
"United States","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.66626144"
"United States","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.170599584464286"
"United States","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.25213484"
"United States","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.254075864821428"
"United States","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.42560281"
"United States","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.164077541339286"
"United States","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.16795625"
"United States","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.208543578303572"
"United States","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","7.27051225"
"United States","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.247343589017857"
"United States","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","21.61661466"
"United States","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.403385993571429"
"United States","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","6.73058014"
"United States","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.235086312142857"
"United States","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.89787399"
"United States","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.0795768330357143"
"United States","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.59551268"
"United States","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.09373004375"
"United States","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.61020032"
"United States","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.19530327125"
"United States","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.3257227"
"United States","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.115972512589286"
"United States","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.33736739"
"United States","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.0856534252678571"
"United States","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.79419701"
"United States","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.10035863"
"United States","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.55224765"
"United States","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.208188820625"
"United States","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.74211504"
"United States","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.128822459464286"
